bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
4920Brianhill,12/1/23,12/31/23,-25539,6141.69,6141.69,closed
6401Basswood,12/1/23,12/31/23,-36368,3380.77,3380.77,closed
6401Basswood,6/1/24,6/30/24,1486.32,6851.35,6851.35,closed
108Pagoda,2/1/14,2/28/14,805,15388.6,15388.6,closed
108Meadow,5/1/16,5/31/16,1436,7577.66,7577.66,closed
108Pagoda,12/1/15,12/31/15,-2908,14159.71,14159.71,closed
1342Newton,12/1/23,12/31/23,1139,2270.31,2270.31,closed
2417Garden,6/1/24,6/30/24,1552.34,8614.76,8614.76,closed
7417Canoga,6/1/24,6/30/24,-500,3627.74,3627.74,closed
Common,5/1/24,5/31/24,-109.42,-53.52,-53.52,closed
PagodaSecurity,4/1/24,4/30/24,0.23,28246.41,28246.41,closed
104Meadow,3/1/18,3/31/18,-322,4576.61,4576.61,closed
104Meadow,12/1/19,12/31/19,-8039,6029.66,6029.66,closed
104Meadow,4/1/22,4/30/22,-805,4102.69,4102.69,closed
104Meadow,4/1/24,4/30/24,2635.8,5559.79,5559.79,closed
108Meadow,6/1/24,6/30/24,1026.07,7217.23,7217.23,closed
108Meadow,3/1/18,3/31/18,998,4306.07,4306.07,closed
108Meadow,1/1/20,1/31/20,671,5052.94,5052.94,closed
108Meadow,10/1/20,10/31/20,2915,14358.85,14358.85,closed
108Meadow,8/1/22,8/31/22,4089,5462.28,5462.28,closed
108Pagoda,6/1/24,6/30/24,723.03,6448.87,6448.87,closed
1117Brewer,3/1/16,3/31/16,824,5709.18,5709.18,closed
108Pagoda,10/1/17,10/31/17,45,14086.7,14086.7,closed
108Pagoda,1/1/19,1/31/19,778,4371.42,4371.42,closed
108Pagoda,11/1/20,11/30/20,-637,12363.95,12363.95,closed
108Pagoda,10/1/22,10/31/22,-1062,6896.88,6896.88,closed
108Pagoda,3/1/24,3/31/24,-886.16,3131.73,3131.73,closed
1117Brewer,6/1/24,6/30/24,-786.48,3899.52,3899.52,closed
1117Brewer,12/1/19,12/31/19,-10186,4761.68,4761.68,closed
1117Brewer,9/1/21,9/30/21,1009,11226.53,11226.53,closed
1117Brewer,8/1/23,8/31/23,549,6575.52,6575.52,closed
114Sidney,6/1/24,6/30/24,834.37,5966.22,5966.22,closed
116Meadow,2/1/15,2/28/15,216,16893.69,16893.69,closed
114Sidney,12/1/23,12/31/23,-3035,3910.05,3910.05,closed
114Sidney,2/1/24,2/29/24,-675.63,2483.79,2483.79,closed
116Meadow,8/1/18,8/31/18,730,11607.13,11607.13,closed
116Meadow,1/1/19,1/31/19,610,5584.97,5584.97,closed
116Meadow,10/1/20,10/31/20,1325,10618.49,10618.49,closed
116Meadow,7/1/22,7/31/22,-681,7681.58,7681.58,closed
116Meadow,12/1/23,12/31/23,-5217,2143.08,2143.08,closed
116MeadowSavings,6/1/24,6/30/24,150.02,2811.44,2811.44,closed
116MeadowSavings,9/1/19,9/30/19,150,1403.51,1403.51,closed
116MeadowSavings,8/1/21,8/31/21,150,4854.3,4854.3,closed
116MeadowSavings,9/1/23,9/30/23,151,4459.54,4459.54,closed
116MeadowSavings,12/1/23,12/31/23,-2849,1911.29,1911.29,closed
116MeadowSavings,1/1/24,1/31/24,150.05,2061.34,2061.34,closed
1316Rosemon,6/1/24,6/30/24,2408.35,14129.15,14129.15,closed
4909Jamesway,1/1/24,1/31/24,-94.72,5338.78,5338.78,closed
104Meadow,10/1/13,10/31/13,997,997.1,997.1,closed
4909Jamesway,6/1/24,6/30/24,-594.02,17400.94,17400.94,closed
Common,6/1/24,6/30/24,500,446.48,446.48,closed
1316Rosemon,12/1/22,12/31/22,-17334,2267.34,2267.34,closed
1342Newton,8/1/15,8/31/15,732,8533.42,8533.42,closed
1342Newton,6/1/17,6/30/17,656,9577.78,9577.78,closed
2417Garden,10/1/21,10/31/21,6399,6830.54,6830.54,closed
2417Garden,9/1/23,9/30/23,285,7360.16,7360.16,closed
4909Jamesway,10/1/17,10/31/17,-5800,149968.13,149968.13,closed
4909Jamesway,7/1/18,7/31/18,522,17771.32,17771.32,closed
4909Jamesway,9/1/20,9/30/20,1270,8433.16,8433.16,closed
4909Jamesway,8/1/22,8/31/22,3334,31039.35,31039.35,closed
4920Brianhill,8/1/21,8/31/21,-3113,10916.1,10916.1,closed
4920Brianhill,11/1/23,11/30/23,-1497,31680.46,31680.46,closed
6401Basswood,4/1/20,4/30/20,792,9517.12,9517.12,closed
6401Basswood,1/1/22,1/31/22,6647,6749.95,6749.95,closed
6401Basswood,10/1/23,10/31/23,2747,33574.32,33574.32,closed
711Parks,1/1/15,1/31/15,-616,4707.18,4707.18,closed
711Parks,7/1/15,7/31/15,1260,6813.51,6813.51,closed
711Parks,1/1/19,1/31/19,-728,1220.28,1220.28,closed
711Parks,12/1/20,12/31/20,-9307,6833.59,6833.59,closed
711Parks,9/1/22,9/30/22,-248,10196.53,10196.53,closed
7417Canoga,6/1/20,6/30/20,2478,7963.44,7963.44,closed
7417Canoga,3/1/22,3/31/22,-980,6153.84,6153.84,closed
7417Canoga,2/1/24,2/29/24,0,4127.74,4127.74,closed
7417Canoga,3/1/24,3/31/24,0,4127.74,4127.74,closed
7417Canoga,4/1/24,4/30/24,0,4127.74,4127.74,closed
1342Newton,11/1/17,11/30/17,-1378,11245.62,11245.62,closed
8604Wagon,7/1/15,7/31/15,855,2069.61,2069.61,closed
8604Wagon,5/1/17,5/31/17,819,10076.52,10076.52,closed
8604Wagon,10/1/18,10/31/18,1064,12005.23,12005.23,closed
8604Wagon,7/1/20,7/31/20,60,12727.95,12727.95,closed
8604Wagon,4/1/22,4/30/22,-1171,4372.19,4372.19,closed
874Wintergreen,11/1/18,11/30/18,-5192,1378.12,1378.12,closed
874Wintergreen,7/1/20,7/31/20,673,10312.51,10312.51,closed
874Wintergreen,8/1/22,8/31/22,2621,8282.11,8282.11,closed
874Wintergreen,1/1/24,1/31/24,-769.01,686.09,686.09,closed
Common,11/1/18,11/30/18,0,9090.84,9090.84,closed
Common,1/1/20,1/31/20,1960,3652.66,3652.66,closed
Common,9/1/21,9/30/21,-4114,3158.18,3158.18,closed
Common,6/1/23,6/30/23,0,513.19,513.19,closed
1342Newton,5/1/18,5/31/18,942,5746.73,5746.73,closed
Midway,1/1/23,1/31/23,7573,54844.99,54844.99,closed
PagodaSecurity,6/1/18,6/30/18,190,10431.79,10431.79,closed
PagodaSecurity,11/1/18,11/30/18,460,10892.93,10892.93,closed
PagodaSecurity,12/1/20,12/31/20,9655,17016.85,17016.85,closed
PagodaSecurity,1/1/24,1/31/24,0.78,28245.72,28245.72,closed
Partnership,5/1/18,5/31/18,-5998,-107756.07,-107756.07,closed
Partnership,2/1/20,2/29/20,67914,642454.81,642454.81,closed
Partnership,12/1/21,12/31/21,86002,175915.69,175915.69,closed
Partnership,11/1/23,11/30/23,372,447716.26,447716.26,closed
116MeadowSavings,5/1/24,5/31/24,150.02,2661.42,2661.42,closed
2208Chase,6/1/24,6/30/24,0.02,1723.46,1723.46,closed
4920Brianhill,5/1/24,5/31/24,-638.83,7987.38,7987.38,closed
7417Canoga,5/1/24,5/31/24,0,4127.74,4127.74,closed
PagodaSecurity,6/1/24,6/30/24,0.24,28246.89,28246.89,closed
874Wintergreen,4/1/15,4/30/15,-804,-3709.88,-3709.88,closed
104Meadow,12/1/13,12/31/13,-2798,1830.32,1830.32,closed
104Meadow,5/1/16,5/31/16,803,6716.16,6716.16,closed
114Sidney,6/1/20,6/30/20,1210,6509.38,6509.38,closed
1316Rosemon,7/1/18,7/31/18,-1364,3019.61,3019.61,closed
1316Rosemon,4/1/19,4/30/19,4574,17445.09,17445.09,closed
1316Rosemon,2/1/21,2/28/21,1700,18983.05,18983.05,closed
1342Newton,3/1/20,3/31/20,957,8725.61,8725.61,closed
1342Newton,1/1/22,1/31/22,-638,2901.37,2901.37,closed
1342Newton,11/1/23,11/30/23,-638,1131.63,1131.63,closed
1905Morning,12/1/16,12/31/16,-3557,13685.96,13685.96,closed
1905Morning,9/1/18,9/30/18,539,9499.62,9499.62,closed
1905Morning,9/1/20,9/30/20,284,7324.27,7324.27,closed
1905Morning,6/1/22,6/30/22,-306,7868.48,7868.48,closed
2208Chase,7/1/21,7/31/21,59,8677.38,8677.38,closed
2224Heatherton,5/1/20,5/31/20,19727,19726.76,19726.76,closed
2224Heatherton,4/1/22,4/30/22,-2219,55553.16,55553.16,closed
711Parks,4/1/17,4/30/17,997,8309.73,8309.73,closed
874Wintergreen,1/1/17,1/31/17,369,-4433.7,-4433.7,closed
