bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
1117Brewer,4/1/21,4/30/21,909,7542.93,7542.93,closed
1117Brewer,5/1/21,5/31/21,909,8451.45,8451.45,closed
1117Brewer,6/1/21,6/30/21,-50,8400.97,8400.97,closed
1117Brewer,7/1/21,7/31/21,909,9309.49,9309.49,closed
1117Brewer,8/1/21,8/31/21,909,10218.01,10218.01,closed
1117Brewer,10/1/21,10/31/21,-786,10440.05,10440.05,closed
1117Brewer,11/1/21,11/30/21,1009,11448.57,11448.57,closed
1117Brewer,12/1/21,12/31/21,-7930,3518.62,3518.62,closed
1117Brewer,1/1/22,1/31/22,2804,6322.14,6322.14,closed
1117Brewer,2/1/22,2/28/22,589,6910.66,6910.66,closed
1117Brewer,3/1/22,3/31/22,1009,7919.18,7919.18,closed
1117Brewer,4/1/22,4/30/22,-786,7132.7,7132.7,closed
1117Brewer,5/1/22,5/31/22,2804,9936.22,9936.22,closed
1117Brewer,6/1/22,6/30/22,-1884,8051.74,8051.74,closed
1117Brewer,7/1/22,7/31/22,-1498,6553.78,6553.78,closed
1117Brewer,8/1/22,8/31/22,4599,11152.3,11152.3,closed
1117Brewer,9/1/22,9/30/22,-278,10874.48,10874.48,closed
1117Brewer,11/1/22,11/30/22,2809,12896.52,12896.52,closed
1117Brewer,12/1/22,12/31/22,-11507,1389.36,1389.36,closed
1117Brewer,1/1/23,1/31/23,-786,602.88,602.88,closed
1117Brewer,2/1/23,2/28/23,2952,3554.65,3554.65,closed
1117Brewer,3/1/23,3/31/23,-778,2776.92,2776.92,closed
1117Brewer,4/1/23,4/30/23,964,3740.44,3740.44,closed
1117Brewer,5/1/23,5/31/23,1500,5239.96,5239.96,closed
1117Brewer,6/1/23,6/30/23,1574,6813.48,6813.48,closed
1117Brewer,9/1/23,9/30/23,-786,5789.04,5789.04,closed
1117Brewer,10/1/23,10/31/23,-786,5002.56,5002.56,closed
1117Brewer,11/1/23,11/30/23,472,5474.22,5474.22,closed
114Sidney,12/1/18,12/31/18,2472,3437.03,3437.03,closed
114Sidney,1/1/19,1/31/19,1755,5191.72,5191.72,closed
114Sidney,2/1/19,2/28/19,-2420,2771.53,2771.53,closed
114Sidney,3/1/19,3/31/19,-813,1958.49,1958.49,closed
114Sidney,4/1/19,4/30/19,-6,1952.86,1952.86,closed
114Sidney,5/1/19,5/31/19,1344,3296.88,3296.88,closed
114Sidney,7/1/19,7/31/19,84,3599.92,3599.92,closed
114Sidney,8/1/19,8/31/19,3472,7071.45,7071.45,closed
114Sidney,9/1/19,9/30/19,-840,6231.09,6231.09,closed
114Sidney,10/1/19,10/31/19,-921,5310.11,5310.11,closed
114Sidney,11/1/19,11/30/19,414,5724.53,5724.53,closed
114Sidney,12/1/19,12/31/19,-1869,3855.77,3855.77,closed
114Sidney,1/1/20,1/31/20,-621,3234.79,3234.79,closed
114Sidney,2/1/20,2/29/20,704,3939.16,3939.16,closed
114Sidney,3/1/20,3/31/20,324,4263.05,4263.05,closed
114Sidney,4/1/20,4/30/20,544,4806.94,4806.94,closed
114Sidney,5/1/20,5/31/20,492,5298.94,5298.94,closed
1117Brewer,7/1/17,7/31/17,1089,11427.14,11427.14,closed
1117Brewer,8/1/17,8/31/17,899,12326.35,12326.35,closed
114Sidney,12/1/20,12/31/20,-7189,2052.25,2052.25,closed
114Sidney,1/1/21,1/31/21,1475,3527.25,3527.25,closed
114Sidney,9/1/20,9/30/20,-429,8398.32,8398.32,closed
114Sidney,10/1/20,10/31/20,632,9030.47,9030.47,closed
114Sidney,11/1/20,11/30/20,211,9241.55,9241.55,closed
114Sidney,3/1/21,3/31/21,-641,2334.33,2334.33,closed
114Sidney,4/1/21,4/30/21,3087,5421.61,5421.61,closed
114Sidney,5/1/21,5/31/21,-999,4422.71,4422.71,closed
114Sidney,6/1/21,6/30/21,378,4800.79,4800.79,closed
114Sidney,7/1/21,7/31/21,799,5600.16,5600.16,closed
114Sidney,8/1/21,8/31/21,-1326,4274.65,4274.65,closed
114Sidney,9/1/21,9/30/21,-2788,1486.76,1486.76,closed
114Sidney,10/1/21,10/31/21,1193,2680.02,2680.02,closed
114Sidney,11/1/21,11/30/21,-716,1963.63,1963.63,closed
114Sidney,12/1/21,12/31/21,109,2072.7,2072.7,closed
114Sidney,1/1/22,1/31/22,3582,5654.69,5654.69,closed
114Sidney,2/1/22,2/28/22,491,6145.9,6145.9,closed
114Sidney,3/1/22,3/31/22,-5,6140.56,6140.56,closed
114Sidney,4/1/22,4/30/22,-204,5936.48,5936.48,closed
114Sidney,5/1/22,5/31/22,2015,7951.7,7951.7,closed
114Sidney,6/1/22,6/30/22,-681,7270.73,7270.73,closed
114Sidney,7/1/22,7/31/22,-880,6391.02,6391.02,closed
114Sidney,8/1/22,8/31/22,2365,8756.31,8756.31,closed
114Sidney,9/1/22,9/30/22,-908,7848.3,7848.3,closed
114Sidney,10/1/22,10/31/22,-880,6968.59,6968.59,closed
114Sidney,12/1/22,12/31/22,-6133,3345.48,3345.48,closed
114Sidney,1/1/23,1/31/23,-2132,1213.52,1213.52,closed
114Sidney,2/1/23,2/28/23,2538,3751.14,3751.14,closed
114Sidney,3/1/23,3/31/23,494,4245.51,4245.51,closed
114Sidney,4/1/23,4/30/23,754,4999.04,4999.04,closed
114Sidney,5/1/23,5/31/23,1019,6018.41,6018.41,closed
114Sidney,6/1/23,6/30/23,944,6962.78,6962.78,closed
114Sidney,7/1/23,7/31/23,-751,6212.15,6212.15,closed
114Sidney,8/1/23,8/31/23,2499,8711.52,8711.52,closed
114Sidney,9/1/23,9/30/23,-751,7960.89,7960.89,closed
114Sidney,10/1/23,10/31/23,-266,7695.26,7695.26,closed
114Sidney,11/1/23,11/30/23,-751,6944.63,6944.63,closed
116Meadow,6/1/14,6/30/14,6389,19855.92,19855.92,closed
116Meadow,7/1/14,7/31/14,-1261,18595.31,18595.31,closed
116Meadow,8/1/14,8/31/14,739,19334.18,19334.18,closed
116Meadow,9/1/14,9/30/14,1050,20384.18,20384.18,closed
116Meadow,10/1/14,10/31/14,725,21109.17,21109.17,closed
116Meadow,11/1/14,11/30/14,694,21803.15,21803.15,closed
116Meadow,12/1/14,12/31/14,-5919,15883.89,15883.89,closed
116Meadow,1/1/15,1/31/15,794,16677.87,16677.87,closed
116Meadow,3/1/15,3/31/15,864,17757.67,17757.67,closed
116Meadow,4/1/15,4/30/15,834,18591.65,18591.65,closed
116Meadow,5/1/15,5/31/15,924,19515.63,19515.63,closed
116Meadow,6/1/15,6/30/15,-124,19392.02,19392.02,closed
116Meadow,7/1/15,7/31/15,3598,22990.41,22990.41,closed
116Meadow,8/1/15,8/31/15,-210,22779.94,22779.94,closed
116Meadow,9/1/15,9/30/15,-2638,20142.33,20142.33,closed
116Meadow,10/1/15,10/31/15,824,20966.31,20966.31,closed
116Meadow,11/1/15,11/30/15,-1476,19490.29,19490.29,closed
116Meadow,12/1/15,12/31/15,-2309,17181.24,17181.24,closed
116Meadow,1/1/16,1/31/16,669,17850.22,17850.22,closed
116Meadow,2/1/16,2/29/16,525,18374.86,18374.86,closed
116Meadow,3/1/16,3/31/16,669,19043.84,19043.84,closed
116Meadow,4/1/16,4/30/16,-1001,18042.82,18042.82,closed
116Meadow,5/1/16,5/31/16,-606,17436.8,17436.8,closed
116Meadow,6/1/16,6/30/16,62,17498.78,17498.78,closed
116Meadow,7/1/16,7/31/16,-937,16561.76,16561.76,closed
116Meadow,8/1/16,8/31/16,2169,18730.74,18730.74,closed
116Meadow,9/1/16,9/30/16,289,19019.72,19019.72,closed
116Meadow,10/1/16,10/31/16,637,19657.2,19657.2,closed
116Meadow,12/1/16,12/31/16,-4501,15831.35,15831.35,closed
116Meadow,1/1/17,1/31/17,622,16453.33,16453.33,closed
116Meadow,2/1/17,2/28/17,607,17059.86,17059.86,closed
116Meadow,3/1/17,3/31/17,689,17748.84,17748.84,closed
116Meadow,4/1/17,4/30/17,694,18442.82,18442.82,closed
116Meadow,5/1/17,5/31/17,589,19031.8,19031.8,closed
116Meadow,6/1/17,6/30/17,-179,18852.78,18852.78,closed
116Meadow,7/1/17,7/31/17,824,19676.76,19676.76,closed
116Meadow,8/1/17,8/31/17,685,20361.83,20361.83,closed
116Meadow,9/1/17,9/30/17,744,21105.81,21105.81,closed
116Meadow,10/1/17,10/31/17,854,21959.79,21959.79,closed
116Meadow,11/1/17,11/30/17,-3156,18803.77,18803.77,closed
116Meadow,12/1/17,12/31/17,-13436,5367.38,5367.38,closed
116Meadow,1/1/18,1/31/18,2017,7384.28,7384.28,closed
116Meadow,2/1/18,2/28/18,-606,6778.26,6778.26,closed
116Meadow,3/1/18,3/31/18,699,7477.35,7477.35,closed
116Meadow,4/1/18,4/30/18,714,8191.33,8191.33,closed
116Meadow,5/1/18,5/31/18,21,8212.31,8212.31,closed
116Meadow,6/1/18,6/30/18,600,8812.73,8812.73,closed
116Meadow,7/1/18,7/31/18,2064,10876.71,10876.71,closed
116Meadow,9/1/18,9/30/18,744,12351.11,12351.11,closed
116Meadow,10/1/18,10/31/18,-818,11533.06,11533.06,closed
116Meadow,11/1/18,11/30/18,-856,10677.04,10677.04,closed
116Meadow,12/1/18,12/31/18,-5702,4974.58,4974.58,closed
114Sidney,7/1/20,7/31/20,1395,7903.9,7903.9,closed
114Sidney,8/1/20,8/31/20,923,8826.87,8826.87,closed
116Meadow,4/1/19,4/30/19,2069,7566.91,7566.91,closed
116Meadow,5/1/19,5/31/19,-759,6807.9,6807.9,closed
116Meadow,6/1/19,6/30/19,147,6954.66,6954.66,closed
116Meadow,7/1/19,7/31/19,779,7733.64,7733.64,closed
116Meadow,8/1/19,8/31/19,814,8547.62,8547.62,closed
116Meadow,9/1/19,9/30/19,-902,7645.6,7645.6,closed
116Meadow,10/1/19,10/31/19,569,8214.58,8214.58,closed
116Meadow,11/1/19,11/30/19,814,9028.56,9028.56,closed
116Meadow,12/1/19,12/31/19,-6545,2483.45,2483.45,closed
116Meadow,1/1/20,1/31/20,814,3297.43,3297.43,closed
116Meadow,2/1/20,2/29/20,714,4011.41,4011.41,closed
116Meadow,3/1/20,3/31/20,564,4575.39,4575.39,closed
116Meadow,4/1/20,4/30/20,689,5264.37,5264.37,closed
116Meadow,5/1/20,5/31/20,137,5401.49,5401.49,closed
116Meadow,6/1/20,6/30/20,222,5623.49,5623.49,closed
116Meadow,7/1/20,7/31/20,1470,7093.49,7093.49,closed
116Meadow,8/1/20,8/31/20,1325,8418.49,8418.49,closed
116Meadow,9/1/20,9/30/20,875,9293.49,9293.49,closed
116Meadow,11/1/20,11/30/20,1325,11943.49,11943.49,closed
116Meadow,12/1/20,12/31/20,-6303,5640.03,5640.03,closed
116Meadow,1/1/21,1/31/21,1225,6865.03,6865.03,closed
116Meadow,2/1/21,2/28/21,1325,8190.03,8190.03,closed
116Meadow,3/1/21,3/31/21,1325,9515.03,9515.03,closed
116Meadow,4/1/21,4/30/21,413,9927.99,9927.99,closed
116Meadow,5/1/21,5/31/21,869,10796.97,10796.97,closed
116Meadow,6/1/21,6/30/21,869,11665.95,11665.95,closed
116Meadow,7/1/21,7/31/21,-429,11236.93,11236.93,closed
116Meadow,8/1/21,8/31/21,869,12105.91,12105.91,closed
116Meadow,9/1/21,9/30/21,969,13074.89,13074.89,closed
116Meadow,10/1/21,10/31/21,-681,12393.87,12393.87,closed
116Meadow,11/1/21,11/30/21,969,13362.85,13362.85,closed
116Meadow,12/1/21,12/31/21,-10191,3171.72,3171.72,closed
116Meadow,1/1/22,1/31/22,969,4140.7,4140.7,closed
116Meadow,2/1/22,2/28/22,969,5109.68,5109.68,closed
116Meadow,3/1/22,3/31/22,969,6078.66,6078.66,closed
116Meadow,4/1/22,4/30/22,-881,5197.64,5197.64,closed
116Meadow,5/1/22,5/31/22,2519,7716.62,7716.62,closed
116Meadow,6/1/22,6/30/22,646,8362.6,8362.6,closed
116Meadow,8/1/22,8/31/22,2719,10400.56,10400.56,closed
116Meadow,9/1/22,9/30/22,-710,9690.08,9690.08,closed
116Meadow,10/1/22,10/31/22,-681,9009.06,9009.06,closed
116Meadow,11/1/22,11/30/22,485,9494.04,9494.04,closed
116Meadow,12/1/22,12/31/22,-8276,1217.67,1217.67,closed
116Meadow,1/1/23,1/31/23,-681,536.65,536.65,closed
116Meadow,2/1/23,2/28/23,2480,3016.84,3016.84,closed
116Meadow,3/1/23,3/31/23,775,3791.45,3791.45,closed
116Meadow,4/1/23,4/30/23,399,4190.43,4190.43,closed
116Meadow,5/1/23,5/31/23,1069,5259.41,5259.41,closed
116Meadow,6/1/23,6/30/23,1069,6328.39,6328.39,closed
116Meadow,7/1/23,7/31/23,-681,5647.37,5647.37,closed
116Meadow,8/1/23,8/31/23,-94,5553.35,5553.35,closed
116Meadow,9/1/23,9/30/23,1169,6722.33,6722.33,closed
116Meadow,10/1/23,10/31/23,-531,6191.31,6191.31,closed
116Meadow,11/1/23,11/30/23,1169,7360.29,7360.29,closed
116MeadowSavings,12/1/15,12/31/15,150,-10349.51,-10349.51,closed
116MeadowSavings,1/1/16,1/31/16,150,-10199.45,-10199.45,closed
116MeadowSavings,3/1/16,3/31/16,150,-9899.33,-9899.33,closed
116MeadowSavings,4/1/16,4/30/16,150,-9749.26,-9749.26,closed
116MeadowSavings,5/1/16,5/31/16,150,-9599.19,-9599.19,closed
116MeadowSavings,6/1/16,6/30/16,150,-9449.11,-9449.11,closed
116MeadowSavings,7/1/16,7/31/16,150,-9299.03,-9299.03,closed
116MeadowSavings,8/1/16,8/31/16,150,-9148.95,-9148.95,closed
116MeadowSavings,9/1/16,9/30/16,150,-8998.86,-8998.86,closed
116MeadowSavings,10/1/16,10/31/16,150,-8848.77,-8848.77,closed
116MeadowSavings,11/1/16,11/30/16,150,-8698.68,-8698.68,closed
116MeadowSavings,12/1/16,12/31/16,150,-8548.58,-8548.58,closed
116MeadowSavings,1/1/17,1/31/17,150,-8398.48,-8398.48,closed
116MeadowSavings,2/1/17,2/28/17,150,-8248.38,-8248.38,closed
116MeadowSavings,3/1/17,3/31/17,150,-8098.27,-8098.27,closed
116MeadowSavings,4/1/17,4/30/17,150,-7948.16,-7948.16,closed
116MeadowSavings,5/1/17,5/31/17,150,-7798.04,-7798.04,closed
116MeadowSavings,6/1/17,6/30/17,150,-7647.92,-7647.92,closed
116MeadowSavings,7/1/17,7/31/17,150,-7497.79,-7497.79,closed
116MeadowSavings,8/1/17,8/31/17,150,-7347.66,-7347.66,closed
116MeadowSavings,9/1/17,9/30/17,150,-7197.53,-7197.53,closed
116MeadowSavings,10/1/17,10/31/17,150,-7047.4,-7047.4,closed
116MeadowSavings,11/1/17,11/30/17,150,-6897.26,-6897.26,closed
116MeadowSavings,12/1/17,12/31/17,5150,-1747.16,-1747.16,closed
116MeadowSavings,2/1/18,2/28/18,150,-1447.12,-1447.12,closed
116MeadowSavings,3/1/18,3/31/18,150,-1297.09,-1297.09,closed
116MeadowSavings,4/1/18,4/30/18,150,-1147.06,-1147.06,closed
116MeadowSavings,5/1/18,5/31/18,150,-997.02,-997.02,closed
116MeadowSavings,6/1/18,6/30/18,150,-846.98,-846.98,closed
116MeadowSavings,7/1/18,7/31/18,150,-696.93,-696.93,closed
116MeadowSavings,8/1/18,8/31/18,150,-546.88,-546.88,closed
116MeadowSavings,9/1/18,9/30/18,150,-396.83,-396.83,closed
116Meadow,2/1/19,2/28/19,694,6278.95,6278.95,closed
116Meadow,3/1/19,3/31/19,-781,5497.93,5497.93,closed
116MeadowSavings,3/1/23,3/31/23,150,3556.5,3556.5,closed
116MeadowSavings,8/1/23,8/31/23,151,4309,4309,closed
1316Rosemon,12/1/16,12/31/16,-1796,-137,-137,closed
1316Rosemon,2/1/18,2/28/18,2334,3247.75,3247.75,closed
116MeadowSavings,12/1/18,12/31/18,150,53.34,53.34,closed
116MeadowSavings,1/1/19,1/31/19,150,203.35,203.35,closed
116MeadowSavings,2/1/19,2/28/19,150,353.35,353.35,closed
116MeadowSavings,3/1/19,3/31/19,150,503.37,503.37,closed
116MeadowSavings,4/1/19,4/30/19,150,653.38,653.38,closed
116MeadowSavings,5/1/19,5/31/19,150,803.4,803.4,closed
116MeadowSavings,6/1/19,6/30/19,150,953.42,953.42,closed
116MeadowSavings,7/1/19,7/31/19,150,1103.45,1103.45,closed
116MeadowSavings,8/1/19,8/31/19,150,1253.48,1253.48,closed
116MeadowSavings,10/1/19,10/31/19,150,1553.55,1553.55,closed
116MeadowSavings,11/1/19,11/30/19,150,1703.59,1703.59,closed
116MeadowSavings,12/1/19,12/31/19,150,1853.64,1853.64,closed
116MeadowSavings,1/1/20,1/31/20,150,2003.69,2003.69,closed
116MeadowSavings,2/1/20,2/29/20,150,2153.74,2153.74,closed
116MeadowSavings,3/1/20,3/31/20,150,2303.78,2303.78,closed
116MeadowSavings,4/1/20,4/30/20,150,2453.8,2453.8,closed
116MeadowSavings,5/1/20,5/31/20,150,2603.82,2603.82,closed
116MeadowSavings,6/1/20,6/30/20,150,2753.85,2753.85,closed
116MeadowSavings,7/1/20,7/31/20,150,2903.87,2903.87,closed
116MeadowSavings,8/1/20,8/31/20,150,3053.9,3053.9,closed
116MeadowSavings,9/1/20,9/30/20,150,3203.92,3203.92,closed
116MeadowSavings,10/1/20,10/31/20,150,3353.95,3353.95,closed
116MeadowSavings,11/1/20,11/30/20,150,3503.98,3503.98,closed
116MeadowSavings,12/1/20,12/31/20,150,3654.01,3654.01,closed
116MeadowSavings,1/1/21,1/31/21,150,3804.04,3804.04,closed
116MeadowSavings,2/1/21,2/28/21,150,3954.07,3954.07,closed
116MeadowSavings,3/1/21,3/31/21,150,4104.11,4104.11,closed
116MeadowSavings,4/1/21,4/30/21,150,4254.14,4254.14,closed
116MeadowSavings,5/1/21,5/31/21,150,4404.18,4404.18,closed
116MeadowSavings,6/1/21,6/30/21,150,4554.22,4554.22,closed
116MeadowSavings,7/1/21,7/31/21,150,4704.26,4704.26,closed
116MeadowSavings,9/1/21,9/30/21,150,5004.34,5004.34,closed
116MeadowSavings,10/1/21,10/31/21,150,5154.38,5154.38,closed
116MeadowSavings,11/1/21,11/30/21,150,5304.42,5304.42,closed
116MeadowSavings,12/1/21,12/31/21,-3850,1454.47,1454.47,closed
116MeadowSavings,1/1/22,1/31/22,150,1604.48,1604.48,closed
116MeadowSavings,2/1/22,2/28/22,150,1754.49,1754.49,closed
116MeadowSavings,3/1/22,3/31/22,150,1904.51,1904.51,closed
116MeadowSavings,4/1/22,4/30/22,150,2054.53,2054.53,closed
116MeadowSavings,5/1/22,5/31/22,150,2204.55,2204.55,closed
116MeadowSavings,6/1/22,6/30/22,150,2354.56,2354.56,closed
116MeadowSavings,7/1/22,7/31/22,150,2504.59,2504.59,closed
116MeadowSavings,8/1/22,8/31/22,150,2654.61,2654.61,closed
116MeadowSavings,9/1/22,9/30/22,150,2804.63,2804.63,closed
116MeadowSavings,10/1/22,10/31/22,150,2954.66,2954.66,closed
116MeadowSavings,11/1/22,11/30/22,150,3104.82,3104.82,closed
116MeadowSavings,12/1/22,12/31/22,150,3255.23,3255.23,closed
116MeadowSavings,1/1/23,1/31/23,150,3405.66,3405.66,closed
116MeadowSavings,2/1/23,2/28/23,0,3406.05,3406.05,closed
116MeadowSavings,4/1/23,4/30/23,150,3706.95,3706.95,closed
116MeadowSavings,5/1/23,5/31/23,150,3857.44,3857.44,closed
116MeadowSavings,6/1/23,6/30/23,150,4007.93,4007.93,closed
116MeadowSavings,7/1/23,7/31/23,151,4158.45,4158.45,closed
116MeadowSavings,10/1/23,10/31/23,151,4610.12,4610.12,closed
116MeadowSavings,11/1/23,11/30/23,151,4760.7,4760.7,closed
1316Rosemon,7/1/16,7/31/16,-167736,-117211.29,-117211.29,closed
1316Rosemon,8/1/16,8/31/16,1621,-115590.45,-115590.45,closed
1316Rosemon,9/1/16,9/30/16,113650,-1940.78,-1940.78,closed
1316Rosemon,10/1/16,10/31/16,15803,13861.82,13861.82,closed
1316Rosemon,11/1/16,11/30/16,-12203,1658.91,1658.91,closed
1316Rosemon,1/1/17,1/31/17,1206,1069.16,1069.16,closed
1316Rosemon,2/1/17,2/28/17,1224,2292.87,2292.87,closed
1316Rosemon,3/1/17,3/31/17,1306,3599.03,3599.03,closed
1316Rosemon,4/1/17,4/30/17,1306,4905.19,4905.19,closed
1316Rosemon,5/1/17,5/31/17,1306,6211.35,6211.35,closed
1316Rosemon,6/1/17,6/30/17,4365,10576.51,10576.51,closed
1316Rosemon,7/1/17,7/31/17,-1583,8993.92,8993.92,closed
1316Rosemon,8/1/17,8/31/17,-4509,4485.21,4485.21,closed
1316Rosemon,9/1/17,9/30/17,1642,6126.81,6126.81,closed
1316Rosemon,10/1/17,10/31/17,1181,7307.89,7307.89,closed
1316Rosemon,11/1/17,11/30/17,-1151,6156.79,6156.79,closed
1316Rosemon,12/1/17,12/31/17,-3912,2244.81,2244.81,closed
1316Rosemon,1/1/18,1/31/18,-1331,913.44,913.44,closed
1316Rosemon,3/1/18,3/31/18,1690,4938.22,4938.22,closed
1316Rosemon,4/1/18,4/30/18,1140,6078.69,6078.69,closed
1316Rosemon,5/1/18,5/31/18,-608,5470.76,5470.76,closed
1316Rosemon,6/1/18,6/30/18,-1087,4383.82,4383.82,closed
1316Rosemon,8/1/18,8/31/18,1822,4841.57,4841.57,closed
1316Rosemon,9/1/18,9/30/18,349,5190.4,5190.4,closed
1316Rosemon,10/1/18,10/31/18,10686,15876.66,15876.66,closed
116MeadowSavings,10/1/18,10/31/18,150,-246.78,-246.78,closed
116MeadowSavings,11/1/18,11/30/18,150,-96.72,-96.72,closed
1316Rosemon,6/1/19,6/30/19,2109,19917.75,19917.75,closed
1316Rosemon,9/1/21,9/30/21,2768,30090.25,30090.25,closed
1342Newton,4/1/16,4/30/16,532,5265.25,5265.25,closed
1316Rosemon,1/1/19,1/31/19,-6005,9603.6,9603.6,closed
1316Rosemon,2/1/19,2/28/19,1784,11387.43,11387.43,closed
1316Rosemon,3/1/19,3/31/19,1484,12871.26,12871.26,closed
1316Rosemon,5/1/19,5/31/19,364,17808.92,17808.92,closed
1316Rosemon,7/1/19,7/31/19,2287,22204.77,22204.77,closed
1316Rosemon,8/1/19,8/31/19,1446,23651.13,23651.13,closed
1316Rosemon,9/1/19,9/30/19,1321,24971.87,24971.87,closed
1316Rosemon,10/1/19,10/31/19,320,25291.38,25291.38,closed
1316Rosemon,11/1/19,11/30/19,1827,27118.23,27118.23,closed
1316Rosemon,12/1/19,12/31/19,-18713,8404.87,8404.87,closed
1316Rosemon,1/1/20,1/31/20,4063,12468.22,12468.22,closed
1316Rosemon,2/1/20,2/29/20,-90,12378.41,12378.41,closed
1316Rosemon,3/1/20,3/31/20,1605,13983.6,13983.6,closed
1316Rosemon,4/1/20,4/30/20,1609,15592.79,15592.79,closed
1316Rosemon,5/1/20,5/31/20,1705,17297.98,17297.98,closed
1316Rosemon,6/1/20,6/30/20,1373,18671.17,18671.17,closed
1316Rosemon,7/1/20,7/31/20,3182,21853.4,21853.4,closed
1316Rosemon,8/1/20,8/31/20,1700,23553.53,23553.53,closed
1316Rosemon,9/1/20,9/30/20,205,23758.66,23758.66,closed
1316Rosemon,10/1/20,10/31/20,3195,26953.79,26953.79,closed
1316Rosemon,11/1/20,11/30/20,205,27158.92,27158.92,closed
1316Rosemon,12/1/20,12/31/20,-13071,14087.79,14087.79,closed
1316Rosemon,1/1/21,1/31/21,3195,17282.92,17282.92,closed
1316Rosemon,3/1/21,3/31/21,1700,20683.18,20683.18,closed
1316Rosemon,4/1/21,4/30/21,-44,20639.6,20639.6,closed
1316Rosemon,5/1/21,5/31/21,1649,22288.73,22288.73,closed
1316Rosemon,6/1/21,6/30/21,3150,25438.86,25438.86,closed
1316Rosemon,7/1/21,7/31/21,1679,27117.44,27117.44,closed
1316Rosemon,8/1/21,8/31/21,204,27321.84,27321.84,closed
1316Rosemon,10/1/21,10/31/21,-2194,27896.66,27896.66,closed
1316Rosemon,11/1/21,11/30/21,1893,29790.07,29790.07,closed
1316Rosemon,12/1/21,12/31/21,-19644,10145.72,10145.72,closed
1316Rosemon,1/1/22,1/31/22,1893,12039.13,12039.13,closed
1316Rosemon,2/1/22,2/28/22,1316,13355.04,13355.04,closed
1316Rosemon,3/1/22,3/31/22,1893,15248.45,15248.45,closed
1316Rosemon,4/1/22,4/30/22,-1297,13951.86,13951.86,closed
1316Rosemon,5/1/22,5/31/22,4883,18835.27,18835.27,closed
1316Rosemon,6/1/22,6/30/22,-2692,16143.68,16143.68,closed
1316Rosemon,7/1/22,7/31/22,-5911,10232.35,10232.35,closed
1316Rosemon,8/1/22,8/31/22,7101,17333.74,17333.74,closed
1316Rosemon,9/1/22,9/30/22,-1511,15822.47,15822.47,closed
1316Rosemon,10/1/22,10/31/22,-1398,14424.78,14424.78,closed
1316Rosemon,11/1/22,11/30/22,5176,19601.09,19601.09,closed
1316Rosemon,1/1/23,1/31/23,-1398,869.65,869.65,closed
1316Rosemon,2/1/23,2/28/23,5758,6627.42,6627.42,closed
1316Rosemon,3/1/23,3/31/23,4107,10734.73,10734.73,closed
1316Rosemon,4/1/23,4/30/23,252,10986.24,10986.24,closed
1316Rosemon,5/1/23,5/31/23,4037,15023.55,15023.55,closed
1316Rosemon,6/1/23,6/30/23,397,15420.86,15420.86,closed
1316Rosemon,7/1/23,7/31/23,-1487,13934.09,13934.09,closed
1316Rosemon,8/1/23,8/31/23,3058,16992.28,16992.28,closed
1316Rosemon,9/1/23,9/30/23,2207,19199.36,19199.36,closed
1316Rosemon,10/1/23,10/31/23,2221,21420.69,21420.69,closed
1316Rosemon,11/1/23,11/30/23,1009,22430.04,22430.04,closed
1342Newton,11/1/14,11/30/14,2777,2776.95,2776.95,closed
1342Newton,12/1/14,12/31/14,646,3422.78,3422.78,closed
1342Newton,1/1/15,1/31/15,-936,2487.08,2487.08,closed
1342Newton,2/1/15,2/28/15,559,3045.7,3045.7,closed
1342Newton,3/1/15,3/31/15,2032,5077.32,5077.32,closed
1342Newton,4/1/15,4/30/15,732,5808.94,5808.94,closed
1342Newton,5/1/15,5/31/15,732,6540.56,6540.56,closed
1342Newton,6/1/15,6/30/15,-755,5785.18,5785.18,closed
1342Newton,7/1/15,7/31/15,2017,7801.8,7801.8,closed
1342Newton,9/1/15,9/30/15,-2360,6173.73,6173.73,closed
1342Newton,10/1/15,10/31/15,732,6905.35,6905.35,closed
1342Newton,11/1/15,11/30/15,-922,5982.97,5982.97,closed
1342Newton,12/1/15,12/31/15,-3334,2648.77,2648.77,closed
1342Newton,1/1/16,1/31/16,732,3380.39,3380.39,closed
1342Newton,2/1/16,2/29/16,622,4002.01,4002.01,closed
1342Newton,3/1/16,3/31/16,732,4733.63,4733.63,closed
1342Newton,5/1/16,5/31/16,2812,8076.87,8076.87,closed
1342Newton,6/1/16,6/30/16,-2361,5715.99,5715.99,closed
1342Newton,7/1/16,7/31/16,389,6104.72,6104.72,closed
1342Newton,8/1/16,8/31/16,882,6986.34,6986.34,closed
1342Newton,9/1/16,9/30/16,2327,9312.96,9312.96,closed
1342Newton,10/1/16,10/31/16,-80,9233.45,9233.45,closed
1342Newton,11/1/16,11/30/16,882,10115.07,10115.07,closed
1342Newton,12/1/16,12/31/16,-5264,4851.17,4851.17,closed
1342Newton,1/1/17,1/31/17,782,5632.79,5632.79,closed
1342Newton,2/1/17,2/28/17,799,6431.96,6431.96,closed
1342Newton,3/1/17,3/31/17,726,7158.1,7158.1,closed
1342Newton,4/1/17,4/30/17,882,8039.72,8039.72,closed
1342Newton,5/1/17,5/31/17,882,8921.34,8921.34,closed
1342Newton,7/1/17,7/31/17,882,10459.4,10459.4,closed
1342Newton,8/1/17,8/31/17,1009,11468.76,11468.76,closed
